0.0 0.81
0.3 0.81
0.6 0.85
0.8 1.35
0.9 1.71
0.95 2.07
1.0 2.25
1.05 2.07
1.1 1.62
1.2 1.17
1.5 0.99
2.0 0.86
3.0 0.76
4.0 0.72
5.0 0.70
