0.0 0.45
0.3 0.45
0.6 0.47
0.8 0.75
0.9 0.95
0.95 1.15
1.0 1.25
1.05 1.15
1.1 0.90
1.2 0.65
1.5 0.55
2.0 0.48
3.0 0.42
4.0 0.40
5.0 0.39
